Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Thermonuclear smoke devil	range	155k XP/hr	0	0	0	0	97.7k	32.5k	24.5k		457.8 Sharks/hr	 Loot/hr	457.8/hr Shark Cost/hr	{"duration":353838800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","8% for Dragon claws","8% for Harmonised nightmare staff","5% for Occult necklace","5% for Imbued heart","3% for Ancestral robe top","2% for Ancestral robe bottom","16.67% for Black mask on task","2% for Shark","Removing items: 45k Shark"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Tortured Gorilla	atk-str-def	50k XP/hr	12.6k	12.6k	12.6k	0	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	atk-str-def	50k XP/hr	12.6k	12.6k	12.6k	0	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	atk-str-def	50k XP/hr	12.6k	12.6k	12.6k	0	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage-def	50k XP/hr	0	0	18.9k	18.9k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage-def	50k XP/hr	0	0	18.9k	18.9k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage-def	50k XP/hr	0	0	18.9k	18.9k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage	50k XP/hr	0	0	0	37.7k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage	50k XP/hr	0	0	0	37.7k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	mage	50k XP/hr	0	0	0	37.7k	0	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range-def	50k XP/hr	0	0	18.9k	0	18.9k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range-def	50k XP/hr	0	0	18.9k	0	18.9k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range-def	50k XP/hr	0	0	18.9k	0	18.9k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range	50k XP/hr	0	0	0	0	37.7k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range	50k XP/hr	0	0	0	0	37.7k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured Gorilla	range	50k XP/hr	0	0	0	0	37.7k	12.5k	0		250.8 Sharks/hr	 Loot/hr	250.8/hr Shark Cost/hr	{"duration":2116792944,"quantity":50420,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Arclight","2% for Shark","Removing items: 147.5k Shark"]}	{"quantity":50420,"messages":[],"newKC":50420}
Tortured soul	atk-str-def	82k XP/hr	20.4k	20.4k	20.4k	0	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	atk-str-def	82k XP/hr	20.4k	20.4k	20.4k	0	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	atk-str-def	82k XP/hr	20.4k	20.4k	20.4k	0	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage-def	82k XP/hr	0	0	30.6k	30.6k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage-def	82k XP/hr	0	0	30.6k	30.6k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage-def	82k XP/hr	0	0	30.6k	30.6k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage	82k XP/hr	0	0	0	61.2k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage	82k XP/hr	0	0	0	61.2k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	mage	82k XP/hr	0	0	0	61.2k	0	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range-def	82k XP/hr	0	0	30.6k	0	30.6k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range-def	82k XP/hr	0	0	30.6k	0	30.6k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range-def	82k XP/hr	0	0	30.6k	0	30.6k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range	82k XP/hr	0	0	0	0	61.2k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range	82k XP/hr	0	0	0	0	61.2k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Tortured soul	range	82k XP/hr	0	0	0	0	61.2k	20.4k	0		202.6 Sharks/hr	 Loot/hr	202.6/hr Shark Cost/hr	{"duration":2116792944,"quantity":176470,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","2% for Shark","Removing items: 119.1k Shark"]}	{"quantity":176470,"messages":[],"newKC":176470}
Troll general	atk-str-def	60k XP/hr	14.9k	14.9k	14.9k	0	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	atk-str-def	60k XP/hr	14.9k	14.9k	14.9k	0	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	atk-str-def	60k XP/hr	14.9k	14.9k	14.9k	0	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage-def	60k XP/hr	0	0	22.4k	22.4k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage-def	60k XP/hr	0	0	22.4k	22.4k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage-def	60k XP/hr	0	0	22.4k	22.4k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage	60k XP/hr	0	0	0	44.8k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage	60k XP/hr	0	0	0	44.8k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	mage	60k XP/hr	0	0	0	44.8k	0	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	range-def	60k XP/hr	0	0	22.4k	0	22.4k	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	range-def	60k XP/hr	0	0	22.4k	0	22.4k	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	range-def	60k XP/hr	0	0	22.4k	0	22.4k	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	range	60k XP/hr	0	0	0	0	44.8k	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
Troll general	range	60k XP/hr	0	0	0	0	44.8k	14.9k	0		144.1 Sharks/hr	 Loot/hr	144.1/hr Shark Cost/hr	{"duration":2116762956,"quantity":47058,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","2% for Shark","Removing items: 84.7k Shark"]}	{"quantity":47058,"messages":[],"newKC":47058}
